,SiteEnergyUse(kBtu),TotalGHGEmissions,PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,proportion_SteamUse(kBtu),proportion_Electricity(kBtu),proportion_NaturalGas(kBtu)
0,7226362.5,249.98,Hotel,47.6122,-122.33799,1927,1.0,12,88434,0,60.0,0.277301616131214,0.546059929874816,0.1766383848028659
1,8387933.0,295.86,Hotel,47.61317,-122.33393,1996,1.0,11,88502,15064,61.0,0.0,0.38660907281925116,0.6133909271807488
2,72587024.0,2089.28,Hotel,47.61393,-122.3381,1969,1.0,41,759392,196718,43.0,0.29711307629859574,0.6823074052464253,0.020579435795576907
3,6794584.0,286.43,Hotel,47.61412,-122.33664,1926,1.0,10,61320,0,56.0,0.32591344076399675,0.40751928300540546,0.2665671658485641
4,14172606.0,505.01,Hotel,47.61375,-122.34047,1980,1.0,18,113580,62000,75.0,0.0,0.3788016826263286,0.6211982468150177
6,5758795.0,176.14,Hotel,47.6139,-122.33283,1926,1.0,11,83008,0,27.0,0.0,0.4881602835315374,0.5118397164684626
8,13723820.0,392.16,Hotel,47.60294,-122.33263,1904,1.0,15,163984,0,43.0,0.0,0.5317702359838588,0.4682296911501317
10,16016644.0,691.26,Hotel,47.60695,-122.33414,1969,1.0,11,133884,19279,30.0,0.32698269999632884,0.386324813113159,0.2866923932379342
11,26941110.0,740.97,Hotel,47.60713,-122.33323,1998,1.0,25,272015,61161,36.0,0.22268423609866111,0.6712065315794338,0.10610921376290731
12,6596057.5,328.23,Hotel,47.60699,-122.33346,1928,1.0,9,65009,0,48.0,0.2511125016724005,0.2036064725027033,0.5452810258248961
13,22325364.0,648.62,Hotel,47.60809,-122.33212,1980,1.0,33,258352,57600,58.0,0.19429642894064347,0.6227975946999117,0.18290586437918774
14,10750010.0,511.39,Hotel,47.60755,-122.33244,1922,1.0,11,66990,25200,35.0,0.4531016715333288,0.3564991102333858,0.19039917172170073
17,33556756.0,802.89,Hotel,47.60681,-122.33078,1983,1.0,28,331281,85000,31.0,0.0,0.6325187392964922,0.3674811415024742
19,10154608.0,349.32,Hotel,47.60376,-122.33194,1916,1.0,10,104352,0,39.0,0.33786257431109107,0.5818412685157319,0.08029615717317695
20,44984468.0,1265.29,Other,47.60265,-122.33051,1916,1.0,10,540360,0,76.0,0.0,0.5414720698708719,0.45852784120954815
23,3663534.5,90.01,Hotel,47.65959,-122.31755,2001,1.0,6,58006,30586,84.0,0.0,0.6185914176596399,0.3814084458601386
27,11061916.0,328.63,Hotel,47.61784,-122.32966,2001,1.0,10,133585,38281,57.0,0.0,0.507209239339731,0.492790760660269
29,4456714.5,128.44,Hotel,47.61558,-122.34186,1978,1.0,5,52210,16200,57.0,0.0,0.5264750524180986,0.4735248353916321
33,6668568.5,215.0,Hotel,47.66583,-122.29965,1994,1.0,4,81871,0,29.0,0.0,0.45233081132779845,0.5476691136935911
39,6186461.5,130.56,Small- and Mid-Sized Office,47.66587,-122.38476,1961,1.0,2,94900,0,57.0,0.0,0.6937059254308784,0.30629399374747585
40,2951331.25,83.86,Small- and Mid-Sized Office,47.58034,-122.31132,1900,1.0,2,52554,0,83.0,0.0,0.5352665852062523,0.4647333300862111
41,6994740.5,247.85,K-12 School,47.68891,-122.33553,1954,1.0,3,175015,0,95.0,0.0,0.3831077078556381,0.6168922206620817
43,16163194.0,295.33,Hotel,47.60946,-122.33337,1969,1.0,24,126240,205970,67.0,0.0,0.7550739043285628,0.2449260338024774
44,9536161.0,66.48,Large Office,47.6113,-122.33659,1973,1.0,5,168115,0,78.0,0.0,0.9999998951359986,0.0
46,5071974.0,35.36,Small- and Mid-Sized Office,47.61048,-122.33794,1910,1.0,8,59400,0,14.0,0.0,0.9999998028381061,0.0
48,4841347.5,59.19,Hotel,47.61233,-122.33432,1930,1.0,20,88591,10043,71.0,0.0,0.8861291200435416,0.11387077667942655
49,80469216.0,2451.58,Hotel,47.61087,-122.33339,1982,1.0,34,847518,146694,63.0,0.1441381757714652,0.5659994127443717,0.2898622996401506
50,5348309.0,134.38,Hotel,47.60997,-122.34138,1985,1.0,7,71150,0,98.0,0.0,0.606528156843593,0.3934716561814211
51,5401277.5,227.18,Hotel,47.61155,-122.34114,1908,1.0,7,122810,0,99.0,0.0,0.2394916758118797,0.7605082316174275
52,5284343.5,144.79,Hotel,47.61986,-122.34413,1959,1.0,5,70627,42546,86.0,0.0,0.5572461366298387,0.4427537687510284
53,6715187.0,199.95,Hotel,47.62001,-122.34274,2000,1.0,7,115718,34735,84.0,0.0,0.5057355811535852,0.49426441884641487
54,5827595.5,162.39,Hotel,47.62025,-122.34314,1997,1.0,6,88100,28200,80.0,0.0,0.547130802060644,0.4528691121406762
55,6836900.0,152.76,Hotel,47.62023,-122.35951,1998,1.0,6,118858,36744,81.0,0.0,0.666813468092264,0.3331863856426158
56,3234787.75,146.34,K-12 School,47.63442,-122.30793,1911,1.0,3,56072,0,76.0,0.0,0.17060377454440404,0.8293959936011258
57,5337334.0,171.64,Hotel,47.62519,-122.34456,1999,1.0,4,78051,44891,94.0,0.0,0.454108736683895,0.545891263316105
58,3375211.0,87.98,Small- and Mid-Sized Office,47.60823,-122.30956,1962,1.0,2,54984,0,71.0,0.0,0.5861055797696796,0.4138944202303204
59,42792072.0,1727.11,Senior Care Community,47.55837,-122.37751,1922,1.0,5,217603,0,54.0,0.0,0.27633090540696414,0.7236690945930359
60,16402563.0,609.1,Senior Care Community,47.72426,-122.35599,1970,1.0,2,93397,0,1.0,0.0,0.3462567404862277,0.6537431985476904
61,3706100.25,67.06,Hotel,47.61988,-122.33211,2008,1.0,6,63371,20732,74.0,0.0,0.7589346780352204,0.24106525450842836
64,7258758.5,262.75,Hotel,47.60898,-122.32693,1908,1.0,7,76631,0,71.0,0.0,0.3665560715375777,0.6334438595801196
66,1049748.625,39.06,Retail Store,47.62237,-122.33805,1929,1.0,2,58320,0,96.0,0.0,0.34465679819299594,0.6553426064263719
67,13795954.0,138.85,Large Office,47.62424,-122.33646,2010,1.0,5,316306,0,96.0,0.0,0.9329612870556107,0.06703856797434958
68,19459304.0,526.85,Hotel,47.62642,-122.33325,1990,1.0,7,238097,44766,37.0,0.0,0.5642880135897974,0.4357119350209031
72,39605888.0,617.52,Large Office,47.62112,-122.33629,2010,1.0,12,571329,0,91.0,0.0,0.8131669462883903,0.1868329527165254
77,36667044.0,674.09,Large Office,47.62419,-122.34443,2010,1.0,6,616891,303707,93.0,0.0,0.7526448273277769,0.2473550908548832
78,3476212.5,48.76,Small- and Mid-Sized Office,47.62053,-122.35842,1970,1.0,4,50283,25930,68.0,0.0,0.8470978111953743,0.15290204496992058
79,5155568.5,152.14,Hotel,47.62291,-122.35708,2002,1.0,6,59976,36934,56.0,0.0,0.5114879183546878,0.48851217862782736
80,5448975.0,191.2,Hotel,47.65772,-122.31756,1962,2.0,4,50017,0,53.0,0.0,0.3905883216568254,0.6094116783431747
82,2646879.0,78.85,K-12 School,47.62548,-122.30828,1923,1.0,3,67743,0,34.0,0.0,0.5054201570982277,0.49457984290177226
83,6219841.5,243.23,K-12 School,47.62644,-122.30429,1908,1.0,6,194104,0,100.0,0.0,0.30352750950325663,0.6964725708846439
84,4897760.0,34.14,Small- and Mid-Sized Office,47.58408,-122.30125,2003,1.0,3,63681,35752,63.0,0.0,1.0,0.0
91,3611538.0,127.29,Hotel,47.73141,-122.3458,2001,1.0,4,51390,0,89.0,0.0,0.3871727225353852,0.6128272774646149
94,3242458.0,89.02,Hotel,47.72551,-122.3423,2002,1.0,3,69138,0,78.0,0.0,0.5560253980159496,0.44397429357604634
96,6505995.0,142.39,Hotel,47.6048,-122.3368,1904,1.0,5,190980,0,98.0,0.0,0.6767466006352603,0.32325324566034863
98,68090728.0,1990.5,Hospital,47.66737,-122.37956,1954,4.0,5,285333,0,14.0,0.0,0.5175037194491444,0.4824961190016943
102,7946961.0,228.4,Hotel,47.62614,-122.3467,1996,1.0,4,148022,14200,76.0,0.0,0.5281845475270358,0.4718154524729642
115,4448582.5,129.39,Residence Hall,47.65068,-122.36331,2001,1.0,4,102100,37500,89.0,0.0,0.5206822622711841,0.47931762533346295
120,3242077.75,49.58,Small- and Mid-Sized Office,47.536,-122.31768,2007,1.0,3,64015,0,21.0,0.0,0.8196540012033949,0.18034607590764903
121,27717034.0,723.47,Retail Store,47.70759,-122.3255,1951,1.0,1,530039,0,98.0,0.0,0.5853631019827014,0.41463682585950573
123,8765978.0,66.3,Retail Store,47.70619,-122.32586,1965,1.0,4,124342,0,76.0,0.0,0.9871826052951536,0.012817280627443965
124,253832464.0,8145.52,Hospital,47.66231,-122.28146,1953,6.0,10,879000,0,10.0,0.0,0.45558085115542984,0.5444190858108677
125,3191228.25,83.7,Other,47.70956,-122.3345,1996,1.0,3,55442,0,72.0,0.0,0.5826424355575318,0.4173574861027255
131,2100097.75,69.44,Warehouse,47.55152,-122.31869,1904,1.0,4,114297,0,61.0,0.0,0.43449168020869505,0.5655084388333829
134,6744317.0,297.43,Warehouse,47.55901,-122.33328,1937,1.0,1,234144,0,87.0,0.0,0.19524838467705477,0.8047516153229453
135,2944296.25,35.78,Retail Store,47.52254,-122.36627,1966,1.0,1,64984,0,72.0,0.0,0.8877119617293946,0.1122879533606715
136,9230223.0,369.14,Retail Store,47.52254,-122.36627,1965,1.0,1,67745,0,37.0,0.0,0.2842945397960591,0.7157054602039409
144,9373179.0,309.6,Hotel,47.62972,-122.32906,1998,1.0,5,93920,30000,79.0,0.0,0.4352010134448515,0.5647988798677589
147,11171988.0,338.16,Hotel,47.62782,-122.34045,1998,1.0,7,153315,54341,76.0,0.0,0.4950584443878744,0.5049414661025414
151,6197825.0,208.26,Hotel,47.70916,-122.33216,1968,1.0,4,64893,0,70.0,0.0,0.42281735931556635,0.5771826406844337
154,1677002.25,28.27,Small- and Mid-Sized Office,47.60105,-122.33518,1900,1.0,3,44558,0,78.0,0.0,0.7857097389106067,0.21429011201386283
159,12726789.0,388.37,Hotel,47.59269,-122.33372,2005,1.0,9,153882,14567,64.0,0.0,0.48969406187216585,0.5103058595534191
167,143423024.0,4906.33,Hospital,47.60705,-122.30966,1990,6.0,5,597519,0,34.0,0.0,0.4096617499851349,0.5903382290977215
169,549181.375,9.63,Warehouse,47.65097,-122.34227,1991,1.0,3,67236,8161,91.0,0.0,0.770931097217199,0.2290682199482821
170,293090784.0,10734.57,Hospital,47.60399,-122.32377,2000,9.0,8,1158691,0,29.0,0.41821523804719835,0.5755336271508285,0.006251063151818516
174,1377627.0,72.88,K-12 School,47.66568,-122.31368,1928,1.0,2,55653,0,98.0,0.0,0.004455487588440122,0.9955445124115598
175,11935719.0,469.57,Hotel,47.66151,-122.31457,1931,1.0,16,106860,0,49.0,0.0,0.2984103429378657,0.7015895732800009
176,3147042.0,49.09,Small- and Mid-Sized Office,47.71895,-122.29475,1972,1.0,5,50759,0,62.0,0.0,0.8129961405027324,0.18700385949726758
177,2439484.75,84.57,Worship Facility,47.66182,-122.31113,1952,1.0,2,56772,0,46.0,0.0,0.39972088368250713,0.6002792187981499
178,4854429.5,149.93,Worship Facility,47.6626,-122.31164,1952,1.0,3,103000,0,42.0,0.0,0.4817115996843707,0.5182885033143442
186,5572503.0,254.87,Residence Hall,47.6079,-122.33266,1913,1.0,9,107572,0,76.0,0.5520762393488169,0.44792367092489677,0.0
193,28731502.0,661.04,Medical Office,47.61972,-122.36033,1927,1.0,5,151000,39000,1.0,0.0,0.652435121560996,0.34756480882899893
194,25453690.0,1060.13,Hotel,47.6124,-122.35075,1961,1.0,4,122309,0,8.0,0.0,0.24839357279828583,0.751606348627645
196,26659244.0,780.84,Hotel,47.61069,-122.34653,2003,1.0,8,215473,38800,29.0,0.0,0.5162765305722848,0.48372339440683315
199,1380293.625,44.22,Small- and Mid-Sized Office,47.60271,-122.33557,1914,1.0,4,56500,0,98.0,0.3569978181272843,0.6430023177133778,0.0
200,3785282.5,26.39,Warehouse,47.59486,-122.32455,2008,1.0,4,203504,0,72.0,0.0,0.9999998679094625,0.0
202,5007401.0,68.19,Small- and Mid-Sized Office,47.61703,-122.35012,1981,1.0,4,59158,18504,57.0,0.0,0.8559534177510449,0.14404638254455754
203,18661606.0,149.27,Large Office,47.61619,-122.34599,1978,1.0,12,212210,21790,39.0,0.0,0.9777374466056137,0.022262392636517993
204,24755086.0,172.58,Large Office,47.61217,-122.33694,1989,1.0,25,369996,0,74.0,0.0,0.9999999192085214,0.0
205,40062888.0,398.19,Retail Store,47.61229,-122.33629,1925,1.0,10,693450,0,93.0,0.0005299368527800592,0.9359551912483194,0.0635147421224351
206,40847752.0,313.3,Large Office,47.61316,-122.3343,1976,1.0,33,791396,0,89.0,0.0,0.9998013354565999,0.013177004208211997
207,30985420.0,359.11,Large Office,47.61399,-122.33523,2000,1.0,23,542671,205076,90.0,0.0,0.8999051489377907,0.10009472196923586
208,3444270.0,170.51,Small- and Mid-Sized Office,47.61356,-122.33665,1926,1.0,10,55652,7757,90.0,0.6057668969041335,0.39423303051154523,0.0
209,7739699.0,100.26,Large Office,47.61375,-122.33566,1930,1.0,17,174790,30000,91.0,0.0,0.8703279029326593,0.12967196786334972
210,3757006.0,26.19,Small- and Mid-Sized Office,47.61256,-122.33808,1916,1.0,5,73399,0,61.0,0.0,0.9999997338306087,0.0
211,14633233.0,563.25,Large Office,47.61391,-122.33725,1969,1.0,20,233517,32334,90.0,0.44889820315168905,0.5511016601731141,0.0
212,27018020.0,229.25,Large Office,47.61578,-122.33726,2009,1.0,25,529375,228668,95.0,0.0,0.9671931177784309,0.032806734172230234
213,8580279.0,222.19,Large Office,47.61641,-122.34112,1968,1.0,12,206000,0,91.0,0.26951300184993987,0.7304868524671517,0.0
214,39523852.0,275.54,Large Office,47.61555,-122.33582,2009,1.0,36,669915,154972,97.0,0.0,0.9999998734941119,0.0
215,17867002.0,130.73,Large Office,47.61516,-122.33303,1990,1.0,16,339240,141600,94.0,0.0,0.9925154762953516,0.007484411766450801
216,3903259.75,51.67,Small- and Mid-Sized Office,47.60266,-122.33332,1900,1.0,7,89550,0,85.0,0.08925534932693116,0.9107444104892072,0.0
217,4178233.5,31.97,Small- and Mid-Sized Office,47.60219,-122.33347,1900,1.0,6,89355,0,66.0,0.0,0.9852491489525418,0.014750731379660806
218,18576900.0,213.23,Large Office,47.6036,-122.33288,1922,1.0,15,388934,0,89.0,0.06418421534271057,0.9358156097088319,0.0
219,10062436.0,70.15,Large Office,47.60403,-122.33497,1929,1.0,22,384302,0,98.0,0.0,0.9999999006204859,0.0
220,24906132.0,940.47,Large Office,47.6037,-122.33447,1958,1.0,17,293925,84600,69.0,0.43848904358171714,0.5615108761167732,0.0
221,44683660.0,318.97,Large Office,47.60505,-122.33427,1983,1.0,47,1323055,0,94.0,0.0,0.9963786314728919,0.0036212790089263057
222,24603420.0,171.52,Large Office,47.60567,-122.33511,1986,1.0,41,460489,129432,84.0,0.0,0.9999998780657323,0.0
224,3743228.5,26.1,Large Office,47.60581,-122.33664,1968,1.0,8,94948,62993,81.0,0.0,0.9999998664254667,0.0
225,18221224.0,139.72,Large Office,47.60614,-122.33674,1991,1.0,29,438072,197231,95.0,0.00991875172052108,0.990081072489971,0.0
227,32552428.0,231.32,Large Office,47.60655,-122.33533,1980,1.0,34,614158,162604,81.0,0.0,0.9970792040458549,0.0029207037951209046
228,9641043.0,218.53,Large Office,47.60671,-122.33456,1972,1.0,14,162993,23775,95.0,0.2235211999365629,0.7764786444786109,0.0
229,45163308.0,627.87,Large Office,47.60615,-122.33388,1969,1.0,49,754455,368980,89.0,0.0,0.8497802906731279,0.15021962075940054
230,41213584.0,287.32,Large Office,47.60549,-122.33319,2002,1.0,37,888049,164420,93.0,0.0,0.9999998786807767,0.0
231,69519808.0,546.65,Large Office,47.60616,-122.33165,1973,1.0,42,446184,171500,28.0,0.012701178633865043,0.987298785405161,0.0
232,8921778.0,175.95,Large Office,47.60471,-122.33261,1907,1.0,8,201480,0,91.0,0.18157444345734672,0.8184254304467115,0.0
236,13843866.0,216.24,Large Office,47.60249,-122.32854,2006,1.0,13,319539,52703,98.0,0.0,0.8125610288339977,0.1874388266976869
237,2746560.75,70.17,Large Office,47.60193,-122.32812,1909,1.0,7,106099,8296,99.0,0.0,0.5973612635365885,0.4026384633946291
238,6461937.0,89.47,Retail Store,47.66024,-122.31278,1978,1.0,2,89200,0,83.0,0.0,0.8510025709009543,0.14899727434668583
239,28450436.0,198.34,Large Office,47.66072,-122.31466,1971,1.0,23,474546,0,77.0,0.0,0.9999998945534613,0.0
240,30038490.0,209.41,Other,47.6606,-122.31512,1969,1.0,5,36000,0,96.0,0.0,0.9999999001281356,0.0
242,4426136.0,30.86,Large Office,47.66065,-122.31689,2002,1.0,6,90803,44248,88.0,0.0,1.0,0.0
243,7046345.5,49.12,Large Office,47.65999,-122.31741,2002,1.0,5,137929,82720,93.0,0.0,0.9999999290412314,0.0
245,24224888.0,168.88,Large Office,47.61597,-122.33086,1980,1.0,18,349055,64660,79.0,0.0,0.9999999174402788,0.0
246,9765777.0,72.42,Mixed Use Property,47.6177,-122.3306,2000,1.0,11,185760,195621,94.0,0.0,0.9903791577464856,0.009620739855108303
247,26823218.0,197.19,Large Office,47.61695,-122.32965,1988,1.0,20,378769,118744,65.0,0.0,0.9917642991232446,0.008235589033351629
248,25307744.0,176.43,Large Office,47.61431,-122.34244,1979,1.0,24,427155,116721,79.0,0.0,0.9999998814592087,0.0
250,20361158.0,141.95,Large Office,47.6182,-122.352,1982,1.0,6,272410,124216,64.0,0.0,0.9999999017737596,0.0
251,14913424.0,103.97,Large Office,47.61598,-122.34369,2002,1.0,6,203880,83591,74.0,0.0,0.9999998658926347,0.0
252,5357833.0,46.03,Large Office,47.61734,-122.34434,1947,1.0,3,144118,48512,94.0,0.0,0.9648753516580304,0.03512446169934748
253,29949248.0,208.79,Large Office,47.6176,-122.35686,1984,1.0,8,191117,61986,3.0,0.0,0.9999998330509,0.0
254,14293972.0,384.27,Supermarket / Grocery Store,47.7019,-122.36374,1956,1.0,1,60880,0,54.0,0.0,0.5684366808609951,0.43156324917944433
255,2933288.75,24.91,Small- and Mid-Sized Office,47.60227,-122.33202,1900,1.0,5,50176,0,77.0,0.0,0.9670558345133938,0.032943909800901804
256,23262244.0,741.3,Large Office,47.60198,-122.33174,1912,1.0,42,304346,0,72.0,0.043608104832878546,0.4831753978678927,0.47321647043165743
257,1809101.5,78.92,Warehouse,47.54066,-122.33023,1977,1.0,1,128800,0,97.0,0.0,0.2055440228201679,0.7944562535601236
258,13656587.0,355.05,Large Office,47.60932,-122.33388,1927,1.0,8,321945,0,76.0,0.2709776425105336,0.7290222659585444,0.0
259,18967014.0,530.66,Large Office,47.60842,-122.33305,1964,1.0,22,336330,0,77.0,0.28315537701400967,0.6924762643186745,0.024368305944203975
260,27076922.0,1084.79,Large Office,47.60869,-122.33588,1960,1.0,21,298426,0,79.0,0.4712858795397793,0.5287140835284011,0.0
261,48479988.0,337.97,Large Office,47.60896,-122.33481,1976,1.0,42,635824,0,69.0,0.0,0.9999998762375931,0.0
262,56485204.0,2573.75,Hotel,47.60804,-122.33391,1923,1.0,12,542305,0,45.0,0.5034749276996503,0.42627281650607124,0.07025222038677598
263,11688601.0,162.45,Retail Store,47.57936,-122.29744,1980,1.0,2,291940,0,80.0,0.0,0.8498759603480348,0.15012395409852727
265,930611.875,48.65,Warehouse,47.72912,-122.34677,1960,1.0,1,52311,0,96.0,0.0,0.018015029090403558,0.9819851052298253
267,5803409.0,40.46,Large Office,47.62333,-122.3296,2001,1.0,5,106465,70067,60.0,0.0,1.0,0.0
268,3989399.0,70.47,Warehouse,47.65825,-122.3683,1973,1.0,1,52500,0,2.0,0.0,0.7682302522259619,0.23176949710971503
269,4560492.0,156.67,Warehouse,47.66587,-122.38476,1959,1.0,2,57300,0,55.0,0.0,0.40651622675799015,0.5934837732420098
270,18102026.0,224.36,Large Office,47.61429,-122.35263,1916,1.0,6,350310,0,90.0,0.0,0.8824628801218162,0.11753689890844263
271,53079164.0,588.9,Large Office,47.60723,-122.33611,1988,1.0,55,1115000,285000,92.0,0.0410610790704993,0.9320575018852972,0.026881357814904545
272,33729336.0,1510.85,Hotel,47.60968,-122.33379,1930,1.0,21,305548,0,58.0,0.48280138096996633,0.4322070852506554,0.08499144483603235
273,56606136.0,530.18,Large Office,47.61054,-122.33466,1989,1.0,46,1023998,512608,89.0,0.0,0.9480961745913906,0.051903737078962606
274,6423556.5,193.72,Large Office,47.61003,-122.33452,1958,1.0,10,135918,0,91.0,0.33022251769716665,0.6697774044643338,0.0
275,5252131.0,36.61,Retail Store,47.61159,-122.33601,1914,1.0,4,79957,0,25.0,0.0,0.9999998096010934,0.0
276,7711757.5,148.11,Large Office,47.61166,-122.33528,1921,1.0,4,127268,0,71.0,0.09265380654150497,0.7831943626339392,0.12415172546595248
277,18848780.0,131.4,Large Office,47.61125,-122.33494,1983,1.0,29,500000,0,93.0,0.0,0.9999998408385052,0.0
279,7335905.5,51.14,Large Office,47.61033,-122.3357,1984,1.0,6,96630,13200,45.0,0.0,0.9999999318420882,0.0
281,11651200.0,318.08,Large Office,47.60991,-122.33687,1910,1.0,10,130513,0,49.0,0.054160000686624556,0.5876644465806097,0.35817555273276575
283,6366084.5,202.99,Large Office,47.60902,-122.33674,1929,1.0,14,137350,0,89.0,0.35482646358212805,0.6451734971472654,0.0
284,5446624.0,238.09,Large Office,47.60923,-122.33625,1929,1.0,15,151039,0,84.0,0.5232741878271752,0.4767257662728325,0.0
285,52226204.0,793.05,Large Office,47.61022,-122.33745,1985,1.0,30,620338,134662,72.0,0.009945007682350416,0.8271702649497559,0.16288459333556005
286,3518459.5,74.83,Small- and Mid-Sized Office,47.60995,-122.33904,1906,1.0,4,63540,0,72.0,0.0,0.6901560185643746,0.3098438393279786
287,6962073.0,48.54,Large Office,47.60987,-122.33824,1927,1.0,10,130893,0,80.0,0.0,0.9999998563646202,0.0
292,49517704.0,525.78,Large Office,47.61043,-122.33206,1989,1.0,56,1215718,389860,97.0,0.01849146468907363,0.9306128773660427,0.050895534251749634
293,26689658.0,216.43,Large Office,47.60967,-122.33229,1980,1.0,36,794592,0,96.0,0.0,0.9753385000287377,0.02466138756817341
294,19397324.0,135.23,Large Office,47.60909,-122.33202,1971,1.0,21,363100,93204,74.0,0.0,0.9999998968929941,0.0
295,4757299.5,33.17,Large Office,47.61029,-122.34089,1986,1.0,12,100717,15140,89.0,0.0,0.9999998948983557,0.0
296,4549892.0,31.72,Small- and Mid-Sized Office,47.61116,-122.34748,1999,1.0,4,70000,17500,72.0,0.0,0.9999997802145634,0.0
297,13329024.0,92.92,Large Office,47.6117,-122.34778,1998,1.0,11,189629,184776,72.0,0.0,0.9999998499515044,0.0
299,5327249.5,281.55,Large Office,47.61108,-122.34217,1923,1.0,11,102846,0,96.0,0.6534104982317799,0.3465895486967524,0.0
300,2429021.0,44.48,Small- and Mid-Sized Office,47.61304,-122.34059,1925,1.0,4,52800,0,83.0,0.0,0.7541853281630747,0.24581426014843016
306,13911761.0,201.15,Medical Office,47.61048,-122.32837,1945,1.0,3,162000,104000,65.0,0.03426897662344832,0.8556039742200862,0.11012689191540884
307,21156670.0,147.49,Medical Office,47.60921,-122.32425,1992,1.0,14,282363,407795,58.0,0.0,0.9999999527335823,0.0
308,55073120.0,456.22,Mixed Use Property,47.61915,-122.34857,2001,1.0,6,200783,177660,100.0,0.0,0.9715541810596531,0.0284457099942767
309,75073888.0,530.59,Mixed Use Property,47.61915,-122.34857,2001,1.0,6,108912,104922,100.0,0.0,0.9979149075108512,0.0020849459668320362
310,9474745.0,243.66,Hotel,47.62036,-122.34588,1979,1.0,5,79608,29409,34.0,0.0,0.5937252137128757,0.4062747862871243
311,16373232.0,114.14,Large Office,47.62177,-122.36158,1981,1.0,5,237282,38452,77.0,0.0,0.9999998167741103,0.0
312,1987934.625,13.86,Warehouse,47.56064,-122.32522,2001,1.0,1,123061,0,59.0,0.0,0.9999996856033432,0.0
313,2756214.75,117.11,Distribution Center,47.54868,-122.3255,1963,1.0,1,59090,0,45.0,0.0,0.23016566470373906,0.7698344260003688
314,763364.5,5.32,Warehouse,47.5471,-122.32406,1963,1.0,1,106000,0,93.0,0.0,0.9999993450049092,0.0
315,18309150.0,236.9,Large Office,47.63349,-122.32634,1962,1.0,3,120200,38400,19.0,0.0,0.8706590966811676,0.1293407940838324
316,775729.1875,5.44,Distribution Center,47.53764,-122.3232,1960,1.0,1,119661,0,97.0,0.0,0.9990148785010103,0.0009848797909257476
317,4342597.0,30.27,Large Office,47.62958,-122.32826,2001,1.0,7,94472,44728,81.0,0.0,1.0,0.0
318,3063504.5,21.36,Small- and Mid-Sized Office,47.62566,-122.34287,1984,1.0,6,61800,33921,95.0,0.0,0.9999998367882273,0.0
319,5661689.5,39.47,Large Office,47.62929,-122.34194,1996,2.0,5,98055,115228,83.0,0.0,0.9999999116871386,0.0
320,11319836.0,374.92,Large Office,47.64776,-122.33924,2001,1.0,3,56041,47656,7.0,0.0,0.4332432908038597,0.5667566208556378
321,5134607.5,35.8,Small- and Mid-Sized Office,47.70105,-122.32659,1974,1.0,5,74880,0,56.0,0.0,0.9999999026215733,0.0
322,6029121.5,42.03,Small- and Mid-Sized Office,47.69999,-122.32663,1979,1.0,6,88774,0,53.0,0.0,0.9999999170691783,0.0
323,5535626.0,38.59,Large Office,47.69917,-122.3268,1983,1.0,5,122250,0,93.0,0.0,0.9999998193519577,0.0
324,4742869.0,33.06,Small- and Mid-Sized Office,47.70063,-122.32487,1979,1.0,4,53730,0,20.0,0.0,1.0,0.0
325,4224872.5,93.23,Small- and Mid-Sized Office,47.5671,-122.36416,1960,1.0,3,55593,0,55.0,0.0,0.6728129665451442,0.32718691510808906
326,4695139.0,32.73,Large Office,47.62269,-122.33224,1982,1.0,4,73096,60960,54.0,0.0,0.9999997870137604,0.0
327,22394416.0,454.49,Retail Store,47.5653,-122.33076,2005,1.0,1,158415,0,25.0,0.0,0.7112323893599191,0.2887675213321035
330,2991674.75,20.86,Small- and Mid-Sized Office,47.62003,-122.35706,1985,1.0,4,58195,28800,81.0,0.0,0.9999997493042986,0.0
331,18390344.0,326.18,Retail Store,47.66057,-122.36857,1999,1.0,1,164437,0,62.0,0.0,0.766679459612066,0.2333204316352103
332,5671256.0,40.47,Large Office,47.62402,-122.33755,2009,1.0,5,118248,66234,95.0,0.0,0.9964388840849364,0.003560939587280137
335,3238216.0,22.57,Large Office,47.62286,-122.33804,2004,1.0,6,86700,52582,96.0,0.0,1.0,0.0
336,7851334.5,61.93,Large Office,47.62383,-122.3356,2009,1.0,5,172371,98700,96.0,0.0,0.980123824809655,0.019876111506903698
337,2767491.0,29.53,Warehouse,47.62572,-122.33389,1914,1.0,5,127800,0,56.0,0.0,0.9198187094375375,0.08018092922434075
338,30083496.0,632.4,Large Office,47.62855,-122.33035,2002,1.0,5,353919,206597,71.0,0.0,0.6954837961651797,0.3045161373531853
339,11963428.0,94.64,Large Office,47.62621,-122.33128,2001,1.0,6,131592,95000,49.0,0.0,0.9796363550647857,0.020363561347132277
342,6917478.5,122.68,Large Office,47.62137,-122.33744,2006,1.0,4,136143,73673,97.0,0.0,0.7667253320700599,0.23327459564926728
343,7519466.5,69.59,Large Office,47.62131,-122.33814,2006,1.0,6,193198,109905,97.0,0.0,0.9505271417859232,0.04947279171999769
344,2755829.0,74.1,Mixed Use Property,47.62002,-122.33687,1954,1.0,3,67380,0,66.0,0.0,0.5683302556145537,0.43166974438544625
347,3415561.25,23.81,Small- and Mid-Sized Office,47.62115,-122.3597,1974,1.0,5,67236,20826,80.0,0.0,0.9999999268055872,0.0
